"OTU"	"Discrete"	"Continuous"	"Level1"	"N_level1"	"Level2"	"N_level2"	"mean.level1"	"mean.level2"	"median.level1"	"median.level2"	"sd.level1"	"sd.level2"	"statistic"	"EffectSize_r"	"p.value"	"N"	"Dominant"	"q.value"	"Effect_size"	"ColorGroup"
"s_CAG-266_sp019117495"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	6.5307217480655	0	0.310949736078045	0	7.98891737234982	0	615	0.512676104383522	9.34343494096428e-06	57	"B1"	4.69202928557119e-05	"Large effect"	"B1 Large effect"
"s_Anaerostipes_caccae"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	7.74040532270453	1.94721790040168	5.91239751663561	1.22449450595815	6.27729943726695	2.6877773344039	648	0.523313902553011	9.17941578578176e-05	57	"B1"	0.000286546627907512	"Large effect"	"B1 Large effect"
"s_Anaerotignum_faecicola"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.711435187908176	0.103915669299178	0.682342427906144	0	0.654630631879769	0.202948656343314	621.5	0.541372003888966	0.000187804154247581	57	"B1"	0.00054228449538989	"Large effect"	"B1 Large effect"
"s_Dysosmobacter_faecalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.207373639547442	0.00452170169412299	0.154087392744451	0	0.227025084969557	0.0172079076806464	618	0.545106867549228	2.69423445844435e-05	57	"B1"	0.000105486128796719	"Large effect"	"B1 Large effect"
"s_Bacteroides_caccae"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	7.20338868544309	0	5.25256148297431	0	7.43147168782108	0	765	0.577354213848415	1.55865122412257e-10	57	"B1"	3.60048432772313e-09	"Large effect"	"B1 Large effect"
"s_Desulfovibrio_sp900556755"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.567758009506159	0	0.386157017384196	0	0.574350006733842	0	750	0.584839868356833	5.5447343250765e-10	57	"B1"	9.14881163637622e-09	"Large effect"	"B1 Large effect"
"s_Bacteroides_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	5.74770422087449	0	3.58210764716094	0	5.6933044895782	0	795	0.592861491144695	1.08246867873341e-11	57	"B1"	5.00100529574836e-10	"Large effect"	"B1 Large effect"
"s_Parasutterella_gallistercoris"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	3.97370161620478	0	2.39277914083304	0	3.8117412080951	0	780	0.605067445147841	4.1988705470725e-11	57	"B1"	1.21242387046718e-09	"Large effect"	"B1 Large effect"
"s_Bacteroides_nordii"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.59436176949251	0	1.56633692605012	0	2.48259318344807	0	720	0.605987795814475	6.21039485884921e-09	57	"B1"	7.97000673552315e-08	"Large effect"	"B1 Large effect"
"s_Bacteroides_thetaiotaomicron"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	50.2170102116365	20.7359201189051	50.2004122599455	19.2267483614179	20.690717025781	16.0970569684551	708	0.625680625008699	2.12575195784915e-07	57	"B1"	1.75374536522555e-06	"Large effect"	"B1 Large effect"
"s_Faecalibacterium_duncaniae"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	34.5159335661335	0.00543908949365969	40.409675826879	0	31.22870914967	0.0209961382208213	650	0.627109225439974	3.1957250813012e-06	57	"B1"	1.94266445731731e-05	"Large effect"	"B1 Large effect"
"s_Blautia_A_fusiformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	36.2671112240928	0.00172795072226644	38.3855291475858	0	32.2253694267053	0.00946437588842675	670.5	0.633935013023527	4.45630474196687e-07	57	"B1"	3.54967722549775e-06	"Large effect"	"B1 Large effect"
"s_Mediterraneibacter_torques"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	5.01757076575916	0	4.85681868078702	0	4.29526096448586	0	705	0.647853677474453	1.96074984049842e-08	57	"B1"	2.38385901660598e-07	"Large effect"	"B1 Large effect"
"s_Alistipes_putredinis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	4.41869405369564	0.00807730603539783	4.20896276598903	0	3.6886979171121	0.0310190813426995	666	0.656458696043067	1.03847171105791e-06	57	"B1"	7.05549897806989e-06	"Large effect"	"B1 Large effect"
"s_Bilophila_wadsworthia"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.44883227688794	0	2.38197555623254	0	2.03605869011269	0	735	0.658628603488326	1.89294025266685e-09	57	"B1"	2.57217175509437e-08	"Large effect"	"B1 Large effect"
"s_Cryptobacteroides_sp000431015"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.36015652671258	0.00409981107972102	1.47439138523892	0	0.98731439319169	0.0224555900987281	763.5	0.706114160283439	2.85906243360987e-10	57	"B1"	5.95703193217775e-09	"Large effect"	"B1 Large effect"
"s_Parasutterella_excrementihominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	5.47335452200717	0	4.03103555670122	0	3.93974778554836	0	810	0.710175807700157	2.66670517404672e-12	57	"B1"	4.63961681582276e-10	"Large effect"	"B1 Large effect"
"s_Bacteroides_eggerthii"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	77.1191486330417	0	73.6856308075151	0	54.9154900986179	0	735	0.713890877247678	1.89294025266685e-09	57	"B1"	2.57217175509437e-08	"Large effect"	"B1 Large effect"
"s_Butyricimonas_paravirosa"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.3735571199749	0.328462740351334	2.10930892152944	0	1.24813871776131	0.524254363117295	792	0.735608232059745	4.20299108933663e-10	57	"B1"	7.46839185874432e-09	"Large effect"	"B1 Large effect"
"s_Phocaeicola_vulgatus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	38.0350312746907	0.16871725386864	33.8539770929156	0	23.5754512008069	0.427657485043097	810	0.75809796247092	2.26507703593237e-11	57	"B1"	8.72054658833962e-10	"Large effect"	"B1 Large effect"
"s_Bacteroides_ovatus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	147.670493749008	0.0876569844396644	119.859346729422	0	65.0106324652873	0.355331590089824	810	0.851492569684838	5.7671210843659e-12	57	"B1"	4.63961681582276e-10	"Large effect"	"B1 Large effect"
